frequency,recency,T,monetary_value,proba_alive,Pred_future_trans,Val_moy_attendu,CLV_predict
3.0,865.0,1086.0,1435.03,0.9999999988475277,0.09,1569.98,138.78
3.0,414.0,468.0,2190.11,0.9999999995147673,0.14,2395.48,324.83
4.0,959.0,1053.0,2214.42,0.9999999996109636,0.11,2366.6,253.51
1.0,534.0,898.0,1779.05,0.9999999970932332,0.06,2395.06,147.16
3.0,332.0,655.0,3445.39,0.9999999944253364,0.12,3767.84,439.85
1.0,769.0,1003.0,742.56,0.9999999988043624,0.06,1002.07,57.75
4.0,872.0,877.0,2100.88,0.9999999999799378,0.12,2245.3,267.54
4.0,448.0,769.0,1088.7,0.9999999953034928,0.13,1163.93,148.96
5.0,635.0,649.0,2411.77,0.9999999999212636,0.16,2542.52,410.99
1.0,320.0,672.0,919.36,0.9999999954583934,0.07,1239.68,88.82
2.0,890.0,958.0,3990.16,0.9999999997195623,0.08,4577.43,353.54
1.0,328.0,1053.0,5878.6,0.9999999878600715,0.06,7904.66,442.48
3.0,403.0,816.0,3487.01,0.9999999932318875,0.11,3813.34,397.55
3.0,722.0,847.0,1685.12,0.9999999992981556,0.1,1843.4,188.3
2.0,205.0,301.0,1953.09,0.9999999983097141,0.13,2241.44,287.96
1.0,236.0,617.0,304.98,0.999999993441328,0.08,413.98,30.91
4.0,404.0,991.0,3519.15,0.9999999823861162,0.11,3760.52,417.69
1.0,232.0,429.0,455.26,0.9999999969485001,0.09,615.95,53.72
6.0,865.0,930.0,3095.66,0.9999999997000677,0.15,3234.12,491.39
5.0,609.0,929.0,2785.93,0.9999999962696049,0.14,2936.86,392.6
1.0,628.0,1022.0,2154.75,0.9999999972768743,0.06,2899.99,165.27
3.0,232.0,889.0,3223.65,0.9999999686078228,0.1,3525.42,350.54
5.0,873.0,1014.0,1857.73,0.9999999992733586,0.13,1958.59,248.76
3.0,765.0,799.0,3533.42,0.9999999998393021,0.11,3864.08,407.44
2.0,346.0,925.0,3467.49,0.9999999889033958,0.08,3978.06,313.53
3.0,796.0,924.0,3806.72,0.9999999993489046,0.1,4162.87,404.94
3.0,461.0,978.0,2467.1,0.9999999913731884,0.1,2698.31,253.97
3.0,559.0,983.0,3767.31,0.9999999951592031,0.09,4119.78,386.61
4.0,766.0,932.0,1495.62,0.9999999990200197,0.12,1598.67,184.03
2.0,542.0,1088.0,5234.38,0.9999999938740902,0.07,6004.22,429.82
1.0,886.0,1008.0,208.84,0.9999999994916529,0.06,284.78,16.36
2.0,214.0,862.0,3513.9,0.9999999778376609,0.08,4031.28,330.63
5.0,1005.0,1084.0,2701.5,0.9999999996880027,0.12,2847.88,347.43
2.0,351.0,529.0,3321.63,0.9999999979342693,0.11,3810.8,397.97
6.0,766.0,896.0,3573.75,0.9999999992042292,0.16,3733.51,579.44
2.0,622.0,1050.0,436.48,0.999999996377452,0.07,502.28,36.74
3.0,699.0,776.0,3001.55,0.9999999995794269,0.11,3282.6,351.56
2.0,729.0,1012.0,2137.62,0.9999999982585097,0.08,2453.05,183.45
1.0,41.0,221.0,3884.08,0.9999999906657341,0.11,5224.12,559.69
1.0,614.0,751.0,1088.42,0.9999999991695865,0.07,1466.89,99.33
6.0,965.0,1069.0,4302.87,0.9999999995366466,0.14,4495.11,629.0
1.0,105.0,163.0,4534.92,0.9999999982688581,0.12,6098.82,697.86
2.0,558.0,684.0,2305.03,0.9999999991214823,0.09,2645.02,245.05
3.0,509.0,574.0,4249.09,0.9999999995176931,0.13,4646.49,577.2
5.0,891.0,1090.0,3395.44,0.9999999988810064,0.12,3579.26,435.18
4.0,906.0,939.0,2135.14,0.999999999867353,0.12,2281.9,261.55
3.0,984.0,1039.0,4190.16,0.9999999997939042,0.09,4582.07,416.06
2.0,365.0,713.0,4601.22,0.999999995267197,0.09,5278.15,478.88
4.0,844.0,855.0,1391.75,0.9999999999539921,0.12,1487.7,179.79
5.0,493.0,1088.0,2387.24,0.9999999813966419,0.12,2516.67,306.33
3.0,468.0,601.0,1141.46,0.9999999988179269,0.12,1249.03,151.91
4.0,688.0,844.0,2778.52,0.9999999989810757,0.12,2969.26,361.42
2.0,644.0,1001.0,2007.78,0.9999999972968927,0.08,2304.15,173.44
1.0,476.0,598.0,5140.46,0.9999999990591892,0.08,6912.63,523.71
2.0,599.0,856.0,1975.74,0.9999999981012049,0.08,2267.41,186.68
1.0,573.0,896.0,7248.8,0.9999999976581417,0.06,9746.14,599.59
4.0,479.0,1066.0,2018.84,0.9999999860409832,0.11,2157.65,229.42
4.0,523.0,662.0,3105.88,0.999999998817702,0.14,3319.0,458.4
2.0,264.0,697.0,2598.96,0.9999999909894303,0.09,2982.08,273.69
6.0,940.0,1045.0,1773.16,0.9999999995173445,0.14,1852.69,262.83
3.0,702.0,940.0,1700.6,0.999999998401204,0.1,1860.32,179.18
4.0,930.0,1086.0,1878.78,0.9999999992685873,0.11,2008.02,211.1
2.0,105.0,374.0,4569.18,0.9999999903185911,0.12,5241.41,627.15
3.0,363.0,599.0,1614.4,0.9999999968051452,0.12,1766.08,215.13
3.0,729.0,975.0,4085.55,0.9999999983980841,0.1,4467.7,421.27
3.0,429.0,699.0,3329.73,0.9999999967500801,0.11,3641.39,411.62
7.0,763.0,921.0,1556.95,0.9999999988959007,0.17,1616.49,276.8
5.0,884.0,928.0,3454.01,0.9999999998130555,0.14,3640.99,487.03
2.0,385.0,1023.0,3832.14,0.9999999882820928,0.08,4396.22,326.66
6.0,1031.0,1066.0,3717.4,0.9999999998737743,0.14,3883.56,544.35
3.0,344.0,922.0,2883.31,0.9999999847962981,0.1,3153.33,307.12
2.0,620.0,636.0,1755.84,0.9999999999091445,0.1,2015.24,193.46
5.0,568.0,848.0,1291.75,0.9999999967638518,0.14,1362.08,191.68
1.0,16.0,860.0,3663.08,0.9999998909153328,0.06,4927.11,310.16
2.0,280.0,773.0,4860.34,0.9999999895039798,0.09,5575.3,485.09
3.0,798.0,1002.0,2902.84,0.9999999988617156,0.09,3174.69,294.57
1.0,265.0,286.0,3540.42,0.999999999725302,0.1,4762.26,476.21
4.0,721.0,753.0,2305.58,0.9999999998379583,0.13,2463.99,318.84
4.0,893.0,1038.0,2248.4,0.9999999993008233,0.11,2402.9,259.63
1.0,501.0,749.0,5153.72,0.9999999980419592,0.07,6930.45,469.94
3.0,729.0,855.0,5900.7,0.9999999992987625,0.1,6452.14,655.67
3.0,899.0,1044.0,2380.91,0.9999999993383275,0.09,2604.08,235.77
3.0,887.0,1066.0,1192.66,0.9999999991370465,0.09,1305.01,116.67
3.0,579.0,995.0,1939.28,0.9999999955001437,0.09,2121.26,197.65
2.0,660.0,686.0,3357.54,0.999999999860125,0.09,3851.98,356.35
5.0,1036.0,1087.0,2809.35,0.9999999998139784,0.12,2961.55,360.69
4.0,1017.0,1091.0,3144.55,0.9999999997202003,0.11,3360.31,352.27
6.0,841.0,939.0,2566.92,0.9999999994983659,0.15,2681.82,405.22
2.0,721.0,751.0,538.14,0.9999999998517857,0.09,618.86,54.67
1.0,18.0,119.0,4117.23,0.9999999912548035,0.12,5537.46,668.12
4.0,622.0,700.0,4316.68,0.9999999995043165,0.14,4612.56,619.63
6.0,906.0,919.0,2563.42,0.9999999999488072,0.15,2678.16,409.7
3.0,503.0,766.0,3883.34,0.9999999973606206,0.11,4246.63,457.93
1.0,779.0,914.0,535.92,0.9999999993552375,0.06,724.36,44.06
5.0,952.0,953.0,2255.75,0.9999999999963449,0.13,2378.08,313.26
4.0,645.0,963.0,2348.12,0.9999999970050526,0.11,2509.44,283.45
2.0,465.0,681.0,613.28,0.9999999980179108,0.09,705.02,65.46
1.0,604.0,635.0,387.86,0.9999999998191662,0.07,525.37,38.69
2.0,684.0,925.0,3196.76,0.9999999984756449,0.08,3667.6,289.06
3.0,905.0,944.0,2847.59,0.9999999998436404,0.1,3114.28,299.23
2.0,499.0,1063.0,1061.9,0.9999999929062753,0.07,1219.48,88.54
1.0,448.0,600.0,1355.84,0.9999999987371186,0.08,1826.29,138.15
5.0,966.0,1091.0,4642.1,0.9999999994412931,0.12,4893.17,594.6
3.0,1068.0,1068.0,1023.6,1.0,0.09,1120.18,100.04
3.0,876.0,973.0,3550.0,0.9999999995700877,0.1,3882.2,366.51
3.0,739.0,1053.0,2459.36,0.9999999977946366,0.09,2689.85,242.28
1.0,138.0,1002.0,689.52,0.9999999654567325,0.06,930.79,53.67
3.0,735.0,1055.0,2315.34,0.9999999977200134,0.09,2532.39,227.84
4.0,692.0,789.0,1051.96,0.99999999943046,0.13,1124.68,141.99
3.0,945.0,1040.0,1592.67,0.9999999996118667,0.09,1742.32,158.11
4.0,787.0,982.0,2087.62,0.9999999988282526,0.11,2231.13,249.15
2.0,153.0,927.0,4385.74,0.9999999567657759,0.08,5031.06,396.03
2.0,826.0,969.0,5072.5,0.9999999993214763,0.08,5818.59,446.42
4.0,1032.0,1063.0,2891.23,0.9999999998911908,0.11,3089.68,329.08
2.0,213.0,572.0,2601.72,0.999999991757312,0.1,2985.25,301.13
2.0,254.0,938.0,1781.81,0.9999999792469407,0.08,2045.02,159.89
2.0,632.0,749.0,3465.28,0.9999999992866846,0.09,3975.53,351.67
5.0,581.0,854.0,3493.57,0.9999999969828783,0.14,3682.68,516.23
1.0,910.0,992.0,1135.94,0.9999999996741229,0.06,1530.75,88.8
1.0,94.0,383.0,1579.04,0.9999999906634797,0.09,2126.26,193.39
2.0,777.0,831.0,3015.54,0.9999999997474516,0.08,3459.79,289.54
6.0,846.0,857.0,1914.96,0.9999999999537696,0.16,2000.81,318.35
2.0,537.0,1086.0,2201.71,0.9999999937542572,0.07,2526.54,181.07
2.0,663.0,849.0,980.14,0.9999999988473067,0.08,1125.72,93.11
5.0,572.0,1000.0,3120.74,0.9999999929496639,0.13,3289.74,421.29
3.0,784.0,925.0,2246.1,0.9999999992592896,0.1,2456.7,238.82
2.0,353.0,1092.0,3282.96,0.9999999830652512,0.07,3766.45,269.02
1.0,311.0,1049.0,510.51,0.9999999868604414,0.06,690.21,38.73
2.0,349.0,855.0,3149.8,0.9999999912368912,0.08,3613.75,297.73
2.0,406.0,920.0,1172.4,0.999999992340555,0.08,1346.19,106.43
3.0,643.0,794.0,1495.8,0.9999999990090582,0.11,1636.42,173.13
3.0,303.0,770.0,2324.55,0.9999999884316341,0.11,2542.46,273.41
6.0,857.0,870.0,1873.53,0.9999999999458438,0.16,1957.54,308.87
1.0,435.0,1058.0,1082.9,0.9999999926913345,0.06,1459.47,81.46
6.0,950.0,1008.0,2540.95,0.9999999997612938,0.15,2654.69,384.82
1.0,45.0,1043.0,2711.67,0.9999999068012428,0.06,3648.46,205.41
1.0,183.0,243.0,7994.68,0.9999999988947388,0.11,10748.57,1124.38
3.0,746.0,1046.0,4394.58,0.9999999979544105,0.09,4805.55,434.59
3.0,899.0,920.0,1791.94,0.9999999999169358,0.1,1960.18,191.15
3.0,402.0,826.0,1868.92,0.9999999928991032,0.1,2044.34,211.72
2.0,714.0,766.0,842.56,0.9999999997356246,0.09,967.95,84.62
4.0,637.0,1019.0,2020.22,0.9999999958800965,0.11,2159.13,235.89
2.0,843.0,1050.0,2960.85,0.9999999989828599,0.07,3397.08,248.5
2.0,1047.0,1086.0,3569.15,0.999999999866702,0.07,4094.64,293.45
1.0,55.0,131.0,1790.1,0.9999999963761086,0.12,2409.91,286.51
1.0,21.0,434.0,2990.13,0.9999999678650043,0.09,4022.7,349.26
4.0,857.0,1094.0,2543.43,0.9999999986173316,0.11,2718.1,284.47
1.0,229.0,551.0,2648.68,0.9999999945524758,0.08,3563.8,280.23
4.0,840.0,878.0,2129.61,0.9999999998337787,0.12,2276.0,271.02
1.0,30.0,440.0,764.66,0.9999999728186583,0.09,1031.77,89.1
4.0,886.0,1065.0,2278.79,0.9999999990825348,0.11,2435.37,259.09
1.0,568.0,726.0,565.76,0.9999999989537518,0.07,764.46,52.68
3.0,616.0,667.0,2270.04,0.9999999996935114,0.12,2482.87,287.28
1.0,24.0,936.0,4339.34,0.9999998934821934,0.06,5835.97,350.2
4.0,775.0,818.0,3092.34,0.9999999997942037,0.13,3304.53,409.17
3.0,427.0,583.0,2769.5,0.9999999984250236,0.12,3028.91,373.6
6.0,657.0,750.0,3128.62,0.9999999993839346,0.17,3268.55,558.73
3.0,446.0,488.0,2848.69,0.9999999996550659,0.13,3115.49,415.28
8.0,848.0,897.0,1802.39,0.9999999997695506,0.19,1862.35,358.59
1.0,109.0,347.0,2118.28,0.9999999932290669,0.1,2850.97,268.31
3.0,583.0,852.0,2137.07,0.9999999976819189,0.1,2337.5,238.0
3.0,743.0,826.0,4500.3,0.9999999995710069,0.1,4921.13,509.66
3.0,600.0,652.0,1527.11,0.9999999996786662,0.12,1670.65,195.46
2.0,623.0,721.0,3436.55,0.9999999994043924,0.09,3942.58,355.68
2.0,412.0,642.0,4205.08,0.9999999975822274,0.1,4823.89,461.01
2.0,536.0,662.0,2438.18,0.9999999990852964,0.1,2797.71,263.41
3.0,880.0,899.0,2608.17,0.9999999999233835,0.1,2852.53,281.84
2.0,409.0,506.0,4591.27,0.9999999991054931,0.11,5266.74,560.6
1.0,125.0,528.0,4879.68,0.9999999884115965,0.08,6562.16,525.75
5.0,348.0,880.0,3564.51,0.9999999767907554,0.14,3757.45,517.98
3.0,796.0,835.0,1804.46,0.9999999998218836,0.1,1973.87,203.22
1.0,453.0,1020.0,1060.8,0.9999999938661162,0.06,1429.77,81.58
2.0,261.0,1060.0,2781.84,0.9999999725254084,0.07,3191.8,232.15
3.0,779.0,1019.0,1752.53,0.9999999985598376,0.09,1917.09,176.11
4.0,786.0,935.0,1832.64,0.9999999991684758,0.12,1958.73,225.06
1.0,475.0,1092.0,1884.02,0.9999999934092736,0.06,2536.14,138.86
1.0,479.0,767.0,6121.7,0.9999999975641531,0.07,8231.37,551.26
4.0,828.0,912.0,2481.0,0.9999999996000473,0.12,2651.4,309.02
3.0,828.0,931.0,2235.78,0.9999999995123927,0.1,2445.41,236.85
1.0,194.0,370.0,3470.8,0.9999999968619804,0.09,4668.69,429.83
3.0,776.0,855.0,1117.89,0.9999999996114728,0.1,1223.26,124.31
3.0,504.0,696.0,2516.08,0.9999999982743881,0.11,2751.86,311.74
2.0,306.0,941.0,3747.06,0.9999999851087573,0.08,4298.66,335.47
1.0,185.0,1009.0,955.82,0.999999974872513,0.06,1288.68,74.01
1.0,365.0,925.0,2343.7,0.9999999925460007,0.06,3153.92,190.55
5.0,546.0,653.0,2328.9,0.9999999991417439,0.16,2455.18,395.69
3.0,820.0,950.0,1384.93,0.999999999357563,0.1,1515.21,145.05
6.0,933.0,941.0,2544.26,0.9999999999697284,0.15,2658.15,401.15
2.0,196.0,322.0,718.25,0.999999997635644,0.13,825.4,103.84
1.0,411.0,759.0,4900.68,0.9999999964519222,0.07,6590.38,443.8
2.0,563.0,1056.0,764.66,0.9999999950002425,0.07,878.62,64.05
3.0,668.0,834.0,3801.2,0.9999999989322819,0.1,4156.83,428.24
1.0,176.0,796.0,888.42,0.9999999834821176,0.07,1198.1,78.67
3.0,346.0,595.0,2445.37,0.9999999963816648,0.12,2674.55,326.81
1.0,724.0,932.0,1653.08,0.9999999988868078,0.06,2225.77,133.89
8.0,1040.0,1061.0,3228.26,0.999999999926056,0.18,3335.34,582.04
1.0,653.0,938.0,1630.98,0.9999999982296714,0.06,2196.06,131.62
4.0,825.0,935.0,3284.61,0.9999999994525643,0.12,3509.94,403.3
6.0,740.0,986.0,2348.68,0.9999999979051877,0.15,2453.86,360.38
4.0,602.0,870.0,2451.72,0.9999999975060867,0.12,2620.12,313.6
6.0,1082.0,1086.0,2636.53,0.9999999999870612,0.14,2754.53,381.75
2.0,477.0,581.0,1059.7,0.999999999169914,0.1,1216.95,121.89
4.0,700.0,711.0,4455.36,0.9999999999444711,0.13,4760.72,634.51
2.0,1029.0,1071.0,497.8,0.99999999985357,0.07,572.6,41.39
2.0,342.0,886.0,2660.29,0.9999999899031907,0.08,3052.41,246.53
2.0,343.0,348.0,3836.56,0.9999999999492035,0.12,4401.29,539.83
2.0,314.0,931.0,1033.18,0.9999999862434135,0.08,1186.54,93.17
1.0,186.0,650.0,4644.31,0.9999999896291506,0.07,6245.83,454.82
1.0,571.0,684.0,1297.27,0.9999999992737874,0.07,1747.57,124.11
5.0,616.0,788.0,1868.11,0.9999999985988164,0.15,1969.53,288.42
1.0,97.0,123.0,2674.1,0.9999999991278408,0.12,3597.97,431.97
2.0,137.0,547.0,7516.76,0.9999999853294854,0.1,8621.52,887.25
4.0,846.0,965.0,3263.06,0.9999999994153776,0.11,3486.92,393.39
2.0,436.0,639.0,2317.18,0.9999999980410452,0.1,2658.95,254.68
3.0,399.0,1000.0,3452.02,0.999999986225174,0.09,3775.09,350.7
6.0,998.0,1094.0,3798.25,0.9999999995947035,0.14,3968.01,547.46
1.0,774.0,789.0,733.72,0.9999999999321929,0.07,990.19,65.33
1.0,225.0,611.0,3063.06,0.9999999930565651,0.08,4120.71,309.07
7.0,889.0,919.0,1541.95,0.9999999998739943,0.17,1600.92,274.47
2.0,570.0,888.0,1085.11,0.9999999973627265,0.08,1246.09,100.51
2.0,642.0,1092.0,3621.64,0.9999999962395465,0.07,4154.83,296.76
2.0,486.0,988.0,1576.84,0.9999999939392628,0.08,1809.98,137.3
4.0,775.0,780.0,5497.38,0.9999999999774196,0.13,5873.97,746.12
2.0,663.0,738.0,1265.78,0.9999999995807403,0.09,1453.27,129.55
5.0,831.0,991.0,2845.38,0.9999999990956572,0.13,2999.52,386.18
5.0,480.0,706.0,4210.05,0.999999997209372,0.16,4437.81,688.06
2.0,280.0,1050.0,723.78,0.9999999763424218,0.07,831.74,60.84
2.0,742.0,841.0,2860.84,0.9999999994955193,0.08,3282.39,272.9
6.0,976.0,1063.0,3515.0,0.9999999996305728,0.14,3672.14,515.6
1.0,115.0,223.0,4528.29,0.9999999970981133,0.11,6089.91,651.02
4.0,776.0,893.0,4900.68,0.9999999993713671,0.12,5236.48,617.65
4.0,709.0,861.0,2179.34,0.9999999990458193,0.12,2329.12,280.39
3.0,682.0,778.0,4059.03,0.9999999994490165,0.11,4438.71,474.73
7.0,974.0,999.0,2737.4,0.9999999999055644,0.16,2841.73,464.12
2.0,285.0,830.0,4367.51,0.9999999877842308,0.08,5010.15,419.56
4.0,575.0,615.0,1297.82,0.9999999997418041,0.14,1387.35,198.51
4.0,435.0,1092.0,3141.79,0.9999999792368746,0.11,3357.36,351.77
2.0,732.0,980.0,1214.4,0.9999999985302941,0.08,1394.35,106.28
1.0,523.0,799.0,5248.75,0.9999999978736069,0.07,7058.17,462.53
2.0,429.0,492.0,3778.55,0.9999999994626514,0.11,4334.77,466.86
2.0,182.0,307.0,1610.54,0.9999999975007636,0.13,1848.62,236.07
6.0,1073.0,1092.0,3650.18,0.9999999999362343,0.14,3813.34,526.71
1.0,201.0,825.0,2700.62,0.9999999850397707,0.07,3633.61,234.02
1.0,237.0,356.0,928.2,0.9999999982487195,0.09,1251.56,116.77
1.0,468.0,1028.0,530.4,0.9999999941665205,0.06,716.94,40.72
4.0,509.0,793.0,1450.31,0.9999999966852555,0.13,1550.26,195.19
3.0,969.0,1037.0,1757.69,0.9999999997373936,0.09,1922.73,174.79
5.0,875.0,1068.0,3908.16,0.9999999989040893,0.12,4119.63,507.16
3.0,920.0,1091.0,1002.6,0.9999999992151425,0.09,1097.22,96.72
2.0,559.0,1032.0,4229.39,0.9999999952682892,0.07,4851.76,358.62
3.0,511.0,996.0,1376.09,0.9999999932167274,0.09,1505.54,140.19
3.0,881.0,931.0,3091.79,0.9999999997913833,0.1,3381.26,327.49
2.0,557.0,746.0,1231.52,0.9999999985951529,0.09,1413.99,125.34
5.0,734.0,1085.0,1810.21,0.9999999965597306,0.12,1908.51,232.7
5.0,649.0,944.0,2889.8,0.999999997008568,0.13,3046.34,403.5
2.0,588.0,735.0,2093.98,0.9999999990078998,0.09,2403.0,214.66
2.0,744.0,933.0,2550.34,0.999999998958025,0.08,2926.33,229.5
1.0,783.0,967.0,772.4,0.999999999102194,0.06,1042.17,61.37
3.0,894.0,1065.0,3386.09,0.9999999991903952,0.09,3703.01,331.26
2.0,410.0,768.0,3510.03,0.9999999956196985,0.09,4026.84,351.57
2.0,708.0,735.0,1883.47,0.999999999864496,0.09,2161.6,193.09
3.0,698.0,757.0,1513.48,0.9999999996844802,0.11,1655.75,179.66
3.0,793.0,1033.0,1094.69,0.999999998588152,0.09,1197.9,109.15
1.0,191.0,813.0,791.18,0.9999999844692404,0.07,1067.41,69.3
7.0,822.0,836.0,2036.36,0.9999999999387474,0.18,2114.09,382.18
1.0,557.0,942.0,4082.98,0.9999999970119622,0.06,5491.43,328.31
4.0,686.0,876.0,2541.22,0.9999999986791137,0.12,2715.74,323.8
5.0,900.0,1040.0,1871.87,0.9999999993040487,0.13,1973.49,246.88
3.0,879.0,982.0,4690.72,0.9999999995419062,0.09,5129.31,481.63
3.0,1030.0,1084.0,2860.11,0.9999999998071178,0.09,3127.97,276.82
1.0,211.0,528.0,3779.1,0.9999999942792965,0.08,5083.03,407.24
5.0,727.0,981.0,1729.32,0.9999999979590768,0.13,1823.25,236.15
6.0,641.0,820.0,2583.31,0.9999999984746948,0.16,2698.94,439.96
3.0,841.0,842.0,2621.06,0.9999999999958649,0.1,2866.63,293.78
5.0,813.0,858.0,2366.25,0.9999999997911324,0.14,2494.54,348.77
2.0,356.0,474.0,2975.21,0.9999999987299659,0.11,3413.54,373.33
1.0,637.0,931.0,1801.15,0.9999999981173167,0.06,2424.76,145.95
3.0,495.0,614.0,2002.63,0.9999999990210371,0.12,2190.52,263.76
3.0,703.0,868.0,3778.73,0.9999999989961907,0.1,4132.27,416.42
3.0,858.0,963.0,2555.5,0.9999999995199198,0.1,2794.95,265.46
2.0,432.0,1041.0,947.54,0.9999999905022611,0.07,1088.33,80.03
5.0,799.0,1029.0,1902.59,0.9999999984337222,0.13,2005.87,252.54
5.0,820.0,925.0,2254.42,0.999999999458764,0.14,2376.68,318.5
1.0,316.0,597.0,6218.94,0.9999999965074491,0.08,8362.06,634.02
3.0,918.0,1003.0,1675.55,0.9999999996461415,0.09,1832.93,169.97
2.0,196.0,514.0,3593.46,0.9999999925656993,0.11,4122.52,435.89
1.0,560.0,957.0,2353.65,0.9999999969114401,0.06,3167.3,187.64
3.0,369.0,530.0,4116.86,0.9999999981030476,0.13,4501.93,579.42
2.0,481.0,769.0,892.29,0.999999997238564,0.09,1024.98,89.42
2.0,156.0,599.0,943.12,0.9999999850359718,0.1,1083.27,106.98
1.0,221.0,1020.0,198.9,0.9999999795314463,0.06,271.42,15.49
1.0,376.0,457.0,4922.77,0.9999999992319379,0.09,6620.07,563.24
3.0,725.0,1092.0,3860.87,0.9999999971679101,0.09,4222.07,371.97
2.0,716.0,793.0,6084.13,0.9999999996010025,0.09,6978.67,599.0
1.0,431.0,726.0,1003.34,0.9999999972256313,0.07,1352.55,93.2
3.0,737.0,1021.0,395.96,0.9999999980780392,0.09,434.0,39.82
2.0,609.0,626.0,1155.83,0.9999999999016393,0.1,1327.19,128.38
4.0,256.0,287.0,3613.07,0.9999999995592133,0.19,3860.86,738.03
1.0,168.0,283.0,2099.5,0.9999999977262481,0.1,2825.73,283.43
2.0,345.0,894.0,1895.08,0.9999999898392838,0.08,2174.92,174.77
4.0,594.0,617.0,1898.94,0.999999999860361,0.14,2029.56,289.96
3.0,939.0,1051.0,1770.95,0.999999999530335,0.09,1937.23,174.69
7.0,905.0,1062.0,1460.18,0.9999999991089326,0.16,1516.04,238.7
5.0,531.0,554.0,2930.02,0.9999999998421765,0.18,3088.73,537.43
4.0,452.0,1024.0,4084.63,0.9999999857332174,0.11,4364.65,475.45
4.0,359.0,506.0,1363.57,0.9999999981211734,0.16,1457.59,227.58
4.0,794.0,856.0,3992.64,0.9999999997019251,0.12,4266.37,515.27
4.0,905.0,936.0,1530.7,0.9999999998756117,0.12,1636.15,187.88
2.0,226.0,668.0,3968.06,0.9999999892274792,0.09,4552.08,426.7
2.0,1059.0,1085.0,2312.76,0.9999999999130196,0.07,2653.89,190.3
2.0,251.0,938.0,2417.74,0.9999999788173966,0.08,2774.27,216.91
2.0,359.0,1028.0,1382.36,0.9999999862071438,0.07,1586.96,117.57
2.0,443.0,998.0,5663.12,0.9999999921042219,0.08,6495.88,489.82
1.0,232.0,1043.0,1224.34,0.9999999799024257,0.06,1649.56,92.87
1.0,955.0,1087.0,5900.7,0.9999999994875524,0.06,7934.36,435.65
6.0,716.0,904.0,3196.4,0.9999999985623731,0.16,3339.35,515.66
1.0,268.0,346.0,1445.34,0.9999999989842356,0.1,1946.57,183.37
3.0,992.0,1015.0,1008.13,0.9999999999174471,0.09,1103.27,101.59
2.0,939.0,1062.0,1551.97,0.9999999994975493,0.07,1781.46,129.42
2.0,490.0,715.0,630.95,0.9999999980226333,0.09,725.29,65.71
4.0,754.0,874.0,3396.77,0.9999999993318298,0.12,3629.77,433.34
1.0,636.0,893.0,2223.26,0.9999999983879766,0.06,2992.06,184.42
4.0,602.0,1057.0,1507.5,0.9999999939283435,0.11,1611.36,172.21
4.0,957.0,1009.0,2316.63,0.9999999997969409,0.11,2475.8,272.08
3.0,460.0,709.0,2421.42,0.9999999973093667,0.11,2648.37,297.23
2.0,889.0,1065.0,919.91,0.9999999992041009,0.07,1056.65,76.63
1.0,373.0,378.0,1348.1,0.9999999999533857,0.09,1815.89,165.93
4.0,1025.0,1087.0,2378.51,0.999999999771328,0.11,2541.91,267.08
4.0,926.0,1033.0,984.0,0.9999999995314943,0.11,1052.08,114.01
5.0,211.0,613.0,2734.88,0.9999999782932503,0.17,2883.06,478.92
2.0,146.0,738.0,1984.58,0.99999997365092,0.09,2277.55,203.02
2.0,316.0,636.0,3848.71,0.9999999951549652,0.1,4415.22,423.86
3.0,889.0,901.0,3261.96,0.9999999999524787,0.1,3567.3,352.02
2.0,913.0,988.0,5182.45,0.9999999996968825,0.08,5944.67,450.93
5.0,366.0,696.0,1994.52,0.999999992536227,0.16,2102.76,328.37
2.0,419.0,495.0,2443.71,0.9999999993287618,0.11,2804.05,301.24
4.0,946.0,1020.0,1885.41,0.9999999996981599,0.11,2015.1,220.02
3.0,627.0,637.0,2714.25,0.9999999999439195,0.12,2968.51,351.24
3.0,290.0,717.0,3786.1,0.9999999897148836,0.11,4140.32,462.02
4.0,538.0,840.0,4106.18,0.9999999965736825,0.12,4387.67,535.46
4.0,811.0,1055.0,578.74,0.9999999984643293,0.11,619.12,66.24
5.0,1007.0,1010.0,2746.37,0.9999999999895999,0.13,2895.17,368.58
4.0,803.0,937.0,2835.43,0.9999999992868729,0.12,3030.06,347.73
3.0,1023.0,1028.0,6169.95,0.9999999999829321,0.09,6746.5,616.52
2.0,499.0,978.0,1052.51,0.9999999945280056,0.08,1208.71,92.24
3.0,197.0,616.0,1399.67,0.9999999853264081,0.12,1531.32,184.1
4.0,720.0,998.0,2848.69,0.9999999978663805,0.11,3044.23,336.73
2.0,257.0,344.0,1484.57,0.9999999987621486,0.12,1704.17,209.83
6.0,804.0,1053.0,3468.6,0.9999999980787972,0.14,3623.67,511.71
5.0,744.0,946.0,2044.47,0.9999999985869252,0.13,2155.41,285.14
3.0,809.0,1031.0,1502.43,0.9999999987516621,0.09,1643.67,149.94
2.0,550.0,944.0,1985.68,0.9999999963171766,0.08,2278.81,177.52
4.0,391.0,538.0,1497.0,0.9999999982784586,0.15,1600.14,243.33
3.0,416.0,843.0,3743.74,0.9999999930861259,0.1,4094.01,419.29
3.0,567.0,845.0,1867.45,0.9999999974964393,0.1,2042.73,208.94
2.0,225.0,983.0,2181.82,0.9999999712619193,0.08,2503.73,190.49
4.0,634.0,733.0,1685.68,0.9999999993605655,0.13,1801.72,236.42
