Cust_id,frequency,recency,T,monetary_value
267863,0.0,0.0,228.0,0.0
267864,2.0,112.0,667.0,2900.62
267866,0.0,0.0,1000.0,0.0
267867,2.0,634.0,718.0,1716.06
267874,0.0,0.0,1062.0,0.0
267875,1.0,578.0,869.0,97.24
267876,0.0,0.0,70.0,0.0
267877,2.0,524.0,696.0,2420.5
267878,1.0,258.0,759.0,1451.97
267880,1.0,999.0,1012.0,1103.9
267881,2.0,719.0,1065.0,4526.08
267883,4.0,644.0,843.0,2677.97
267886,4.0,991.0,1034.0,4107.56
267887,0.0,0.0,497.0,0.0
267888,5.0,911.0,911.0,1462.14
267889,4.0,322.0,926.0,1916.9
267890,3.0,601.0,861.0,2614.43
267891,7.0,715.0,899.0,2171.96
267892,5.0,299.0,985.0,2232.98
267894,2.0,883.0,1000.0,1608.33
267895,5.0,517.0,1091.0,2068.56
267897,0.0,0.0,259.0,0.0
267898,4.0,904.0,995.0,4470.28
267901,2.0,529.0,1020.0,648.08
267902,0.0,0.0,1066.0,0.0
267903,5.0,999.0,1093.0,2728.24
267904,3.0,807.0,1043.0,5359.62
267905,1.0,461.0,748.0,855.27
267906,4.0,552.0,642.0,3655.06
267907,4.0,782.0,1059.0,3176.88
267910,1.0,501.0,578.0,3991.26
267912,1.0,232.0,238.0,1004.44
267913,7.0,913.0,995.0,1361.2
267914,1.0,771.0,937.0,1414.4
267915,5.0,995.0,1029.0,2196.96
267918,5.0,728.0,972.0,2041.38
267920,2.0,799.0,953.0,1621.04
267924,3.0,542.0,576.0,1549.95
267925,2.0,398.0,961.0,2650.9
267926,4.0,926.0,967.0,2106.41
267929,0.0,0.0,385.0,0.0
267930,2.0,148.0,673.0,4126.07
267931,1.0,909.0,966.0,1043.12
267933,1.0,613.0,737.0,411.06
267934,7.0,709.0,1088.0,2701.57
267935,3.0,914.0,972.0,1665.24
267938,3.0,512.0,637.0,2515.72
267939,3.0,631.0,923.0,2920.15
267940,2.0,175.0,929.0,2913.33
267942,1.0,43.0,495.0,3855.34
267943,4.0,798.0,918.0,3157.81
267948,1.0,236.0,901.0,2963.61
267950,3.0,602.0,719.0,3193.45
267951,0.0,0.0,559.0,0.0
267952,3.0,954.0,1026.0,3157.35
267955,0.0,0.0,635.0,0.0
267959,2.0,867.0,874.0,2710.56
267960,3.0,677.0,823.0,2573.91
267962,4.0,863.0,941.0,1724.08
267965,2.0,519.0,866.0,6441.04
267968,0.0,0.0,563.0,0.0
267970,4.0,573.0,670.0,4111.43
267971,6.0,983.0,1050.0,2266.17
267972,2.0,894.0,972.0,598.91
267974,3.0,662.0,672.0,3943.38
267975,2.0,442.0,674.0,1385.12
267976,2.0,572.0,761.0,3113.89
267977,6.0,958.0,1028.0,2663.23
267978,3.0,806.0,985.0,2278.51
267979,1.0,296.0,407.0,2402.27
267980,2.0,604.0,919.0,7179.74
267983,2.0,321.0,402.0,1764.13
267985,4.0,925.0,939.0,5686.61
267987,7.0,967.0,1070.0,1997.05
267989,1.0,13.0,225.0,719.36
267990,2.0,731.0,1031.0,1358.6
267991,4.0,365.0,918.0,2118.56
267995,4.0,786.0,1038.0,5276.65
267996,1.0,568.0,773.0,2111.66
267998,1.0,485.0,843.0,906.1
267999,1.0,925.0,996.0,234.26
268000,0.0,0.0,148.0,0.0
268001,4.0,324.0,1090.0,2221.88
268002,1.0,46.0,1021.0,2837.64
268003,2.0,978.0,1011.0,900.58
268004,5.0,853.0,859.0,2503.27
268005,2.0,145.0,1055.0,3094.55
268006,2.0,105.0,593.0,2526.58
268008,3.0,952.0,1048.0,3206.34
268011,6.0,642.0,658.0,3752.03
268012,2.0,182.0,723.0,4044.3
268014,2.0,553.0,703.0,1380.14
268015,4.0,626.0,1047.0,3819.71
268016,4.0,771.0,811.0,2904.49
268017,1.0,783.0,847.0,6475.3
268018,1.0,16.0,456.0,2171.32
268021,4.0,641.0,659.0,3613.35
268022,0.0,0.0,601.0,0.0
268024,3.0,701.0,746.0,3220.34
268025,7.0,543.0,545.0,1457.5
268026,3.0,243.0,553.0,1941.12
268027,3.0,154.0,824.0,3483.33
268028,0.0,0.0,1025.0,0.0
268029,2.0,422.0,450.0,1668.55
268032,3.0,860.0,1016.0,3659.76
268033,3.0,757.0,916.0,3023.65
268037,3.0,596.0,955.0,744.77
268039,1.0,228.0,567.0,709.41
268041,1.0,199.0,398.0,5494.06
268043,4.0,474.0,960.0,3051.18
268044,3.0,718.0,769.0,2165.06
268046,3.0,746.0,799.0,2770.24
268047,4.0,980.0,1000.0,1138.98
268048,2.0,387.0,611.0,1201.69
268049,4.0,637.0,941.0,2287.35
268050,1.0,346.0,479.0,1000.02
268051,0.0,0.0,323.0,0.0
268052,0.0,0.0,561.0,0.0
268054,2.0,856.0,1010.0,3556.44
268055,2.0,751.0,769.0,1938.17
268056,2.0,655.0,832.0,3724.96
268057,1.0,422.0,805.0,4298.45
268060,4.0,913.0,1070.0,1818.55
268061,3.0,668.0,818.0,1474.07
268062,3.0,939.0,1027.0,1595.25
268063,1.0,334.0,412.0,2232.1
268065,1.0,215.0,293.0,4820.01
268066,0.0,0.0,514.0,0.0
268067,1.0,594.0,862.0,3027.7
268068,5.0,798.0,953.0,1938.39
268069,4.0,624.0,758.0,1609.43
268070,3.0,134.0,504.0,2973.56
268073,1.0,770.0,772.0,738.14
268074,2.0,397.0,840.0,1033.18
268076,7.0,888.0,1039.0,2851.69
268077,4.0,758.0,921.0,2434.87
268078,5.0,938.0,989.0,1552.08
268079,1.0,266.0,1061.0,3947.06
268080,3.0,499.0,532.0,2793.44
268081,5.0,689.0,741.0,2272.54
268082,3.0,302.0,596.0,2691.04
268084,0.0,0.0,1092.0,0.0
268086,3.0,783.0,965.0,3266.01
268087,2.0,555.0,615.0,4715.59
268089,3.0,423.0,689.0,513.09
268090,3.0,651.0,1093.0,2281.09
268092,4.0,960.0,980.0,2097.01
268093,6.0,737.0,1066.0,2381.64
268096,1.0,744.0,757.0,2554.76
268097,4.0,909.0,1070.0,4350.11
268098,2.0,589.0,660.0,3222.18
268099,0.0,0.0,802.0,0.0
268100,4.0,859.0,929.0,1170.2
268101,0.0,0.0,334.0,0.0
268102,1.0,593.0,621.0,1191.19
268104,2.0,1007.0,1026.0,5351.52
268106,5.0,979.0,1031.0,2970.46
268107,4.0,398.0,920.0,3509.48
268108,7.0,770.0,907.0,3197.4
268109,1.0,380.0,617.0,6612.32
268110,1.0,14.0,985.0,4579.12
268119,1.0,183.0,360.0,4621.11
268122,1.0,378.0,670.0,2917.2
268126,4.0,568.0,948.0,1943.42
268127,2.0,996.0,1026.0,3050.9
268129,2.0,129.0,902.0,3382.96
268131,4.0,542.0,707.0,2845.65
268132,2.0,612.0,985.0,2963.61
268133,4.0,879.0,930.0,2077.12
268136,3.0,195.0,958.0,1406.3
268137,4.0,636.0,749.0,3047.31
268138,3.0,537.0,594.0,2288.46
268139,3.0,504.0,527.0,3466.02
268140,3.0,769.0,902.0,1064.48
268141,1.0,669.0,892.0,1209.97
268143,3.0,626.0,740.0,981.24
268144,4.0,916.0,920.0,3637.66
268145,6.0,780.0,848.0,2427.32
268146,1.0,811.0,824.0,1551.42
268147,2.0,617.0,948.0,283.98
268148,3.0,891.0,942.0,678.47
268149,2.0,946.0,1030.0,1537.05
268150,2.0,181.0,606.0,1995.08
268151,5.0,629.0,682.0,1581.03
268152,0.0,0.0,519.0,0.0
268153,2.0,774.0,848.0,5036.04
268157,4.0,828.0,967.0,945.6
268159,5.0,302.0,577.0,2086.02
268160,3.0,742.0,893.0,2133.02
268161,3.0,915.0,940.0,3483.33
268162,0.0,0.0,686.0,0.0
268164,1.0,20.0,599.0,533.72
268166,1.0,330.0,704.0,132.6
268167,2.0,968.0,1057.0,4955.92
268168,0.0,0.0,411.0,0.0
268169,4.0,292.0,353.0,1687.61
268170,0.0,0.0,49.0,0.0
268171,1.0,218.0,758.0,1217.71
268172,1.0,504.0,564.0,2855.32
268173,1.0,331.0,355.0,1376.83
268174,4.0,742.0,750.0,3083.23
268177,4.0,672.0,956.0,3186.27
268179,4.0,417.0,811.0,1966.9
268180,3.0,786.0,1055.0,4975.45
268183,1.0,303.0,436.0,3611.14
268184,1.0,425.0,624.0,434.26
268186,4.0,1079.0,1091.0,3026.6
268187,1.0,528.0,798.0,1370.2
268189,0.0,0.0,176.0,0.0
268191,1.0,360.0,883.0,2919.41
268193,2.0,578.0,823.0,2036.52
268196,4.0,833.0,916.0,2369.67
268197,1.0,34.0,638.0,2380.17
268198,1.0,655.0,912.0,1268.54
268199,4.0,551.0,681.0,1005.55
268200,4.0,985.0,1008.0,1763.86
268202,3.0,784.0,785.0,2673.0
268203,2.0,115.0,144.0,1626.56
268204,2.0,306.0,532.0,2004.47
268205,2.0,334.0,696.0,5439.92
268207,6.0,450.0,958.0,1768.55
268209,0.0,0.0,867.0,0.0
268211,4.0,710.0,997.0,5009.24
268216,1.0,309.0,945.0,668.52
268218,3.0,922.0,1006.0,1950.69
268220,2.0,53.0,150.0,2080.72
268221,2.0,654.0,722.0,2207.79
268223,5.0,372.0,776.0,3713.68
268225,2.0,842.0,988.0,1470.2
268226,2.0,306.0,609.0,2853.11
268228,1.0,201.0,715.0,3059.74
268229,4.0,407.0,776.0,2749.79
268231,1.0,394.0,981.0,8215.67
268232,2.0,736.0,850.0,4034.36
268240,1.0,408.0,496.0,1276.28
268241,2.0,540.0,1033.0,2597.3
268243,3.0,867.0,914.0,3786.1
268245,3.0,886.0,939.0,1202.98
268246,5.0,526.0,932.0,2816.87
268250,3.0,983.0,1018.0,4308.4
268251,5.0,938.0,961.0,1864.8
268255,3.0,566.0,969.0,2257.52
268260,0.0,0.0,281.0,0.0
268261,4.0,740.0,953.0,2092.87
268263,1.0,765.0,998.0,574.6
268266,3.0,647.0,691.0,2101.71
268268,4.0,741.0,746.0,3021.35
268269,3.0,498.0,733.0,906.84
268271,1.0,205.0,1044.0,5268.64
268274,2.0,679.0,1040.0,3480.75
268275,2.0,306.0,776.0,2216.63
268277,4.0,460.0,959.0,2645.37
268279,4.0,902.0,1050.0,2567.19
268281,0.0,0.0,446.0,0.0
268282,3.0,836.0,1090.0,2101.71
268284,3.0,975.0,979.0,790.44
268285,1.0,240.0,264.0,1518.27
268286,3.0,560.0,857.0,2563.97
268287,3.0,194.0,1011.0,1045.33
268288,4.0,835.0,885.0,2701.72
268289,4.0,345.0,916.0,3386.82
268290,3.0,557.0,1070.0,1536.69
268291,0.0,0.0,360.0,0.0
268292,3.0,304.0,585.0,1268.17
268293,0.0,0.0,70.0,0.0
268295,1.0,283.0,509.0,6613.42
268297,3.0,565.0,778.0,2375.38
268299,5.0,759.0,959.0,2683.16
268300,0.0,0.0,396.0,0.0
268301,3.0,778.0,1092.0,3449.07
268302,3.0,656.0,787.0,2082.19
268304,2.0,285.0,621.0,3977.45
268305,5.0,877.0,996.0,1255.72
268307,1.0,236.0,805.0,1717.17
268308,2.0,138.0,663.0,951.4
268312,0.0,0.0,436.0,0.0
268313,4.0,771.0,938.0,2545.92
268315,0.0,0.0,522.0,0.0
268317,5.0,381.0,1061.0,3858.22
268319,5.0,400.0,530.0,2794.99
268323,3.0,830.0,1058.0,3446.13
268326,3.0,616.0,767.0,2007.05
268327,3.0,782.0,1088.0,2348.49
268328,6.0,497.0,679.0,2307.06
268329,3.0,524.0,761.0,1922.7
268331,2.0,283.0,759.0,2728.25
268332,4.0,973.0,1090.0,499.18
268333,3.0,933.0,989.0,3772.1
268334,2.0,681.0,1090.0,2950.35
268335,7.0,813.0,832.0,2891.94
268337,2.0,128.0,554.0,1421.58
268338,0.0,0.0,824.0,0.0
268339,4.0,418.0,723.0,1467.44
268342,2.0,486.0,951.0,3721.64
268343,4.0,589.0,1023.0,3182.95
268344,3.0,637.0,655.0,2032.46
268345,2.0,622.0,681.0,4136.01
268346,2.0,757.0,929.0,2713.88
268347,1.0,50.0,806.0,3159.2
268348,4.0,957.0,1056.0,4958.41
268350,3.0,370.0,458.0,3232.49
268351,2.0,199.0,561.0,1285.12
268352,2.0,231.0,364.0,1034.28
268353,3.0,688.0,887.0,2201.16
268354,3.0,839.0,906.0,3560.31
268356,1.0,301.0,783.0,1807.78
268359,2.0,428.0,514.0,1466.34
268360,4.0,974.0,1011.0,2179.61
268363,2.0,977.0,1063.0,2813.33
268364,3.0,690.0,895.0,3913.54
268365,0.0,0.0,149.0,0.0
268366,1.0,223.0,951.0,4834.38
268367,3.0,449.0,908.0,1692.12
268368,7.0,979.0,1068.0,2958.08
268369,5.0,886.0,934.0,2728.47
268370,0.0,0.0,806.0,0.0
268371,2.0,633.0,920.0,803.34
268372,2.0,831.0,887.0,1491.75
268376,4.0,924.0,1032.0,1409.15
268377,2.0,549.0,620.0,3185.16
268379,5.0,666.0,777.0,2540.84
268383,4.0,700.0,802.0,4185.46
268384,1.0,262.0,659.0,5295.16
268385,3.0,989.0,1091.0,4669.73
268386,0.0,0.0,701.0,0.0
268387,7.0,974.0,1005.0,2003.21
268388,1.0,122.0,1000.0,1063.01
268389,1.0,949.0,1067.0,373.49
268390,0.0,0.0,79.0,0.0
268391,2.0,447.0,518.0,869.64
268392,3.0,334.0,567.0,1138.52
268393,5.0,717.0,951.0,1435.17
268394,1.0,276.0,609.0,2118.28
268395,4.0,720.0,1057.0,1445.06
268397,4.0,434.0,799.0,2063.86
268399,1.0,153.0,514.0,5825.56
268402,4.0,578.0,1010.0,2910.57
268403,1.0,504.0,827.0,3895.12
268405,1.0,206.0,856.0,993.4
268407,0.0,0.0,734.0,0.0
268408,8.0,735.0,754.0,2513.32
268411,3.0,962.0,1051.0,2004.47
268412,2.0,790.0,901.0,3126.04
268415,2.0,948.0,1050.0,5083.0
268418,5.0,813.0,1003.0,2804.05
268419,7.0,865.0,939.0,3460.23
268421,3.0,897.0,902.0,3298.06
268424,4.0,754.0,764.0,3284.06
268428,1.0,358.0,982.0,2769.13
268430,4.0,535.0,712.0,3933.52
268431,4.0,503.0,509.0,3884.35
268433,0.0,0.0,388.0,0.0
268434,3.0,446.0,900.0,1765.79
268436,2.0,704.0,717.0,3018.86
268438,3.0,717.0,764.0,4665.31
268440,0.0,0.0,1090.0,0.0
268442,4.0,880.0,994.0,5466.71
268443,2.0,321.0,818.0,3042.62
268444,2.0,374.0,578.0,1350.31
268445,4.0,820.0,896.0,1874.91
268447,5.0,904.0,1031.0,1467.22
268449,2.0,685.0,883.0,3438.76
268450,1.0,50.0,470.0,4384.64
268453,2.0,784.0,874.0,595.6
268456,2.0,177.0,442.0,1520.48
268457,2.0,456.0,640.0,4324.97
268458,4.0,608.0,903.0,2587.63
268460,0.0,0.0,914.0,0.0
268461,4.0,653.0,932.0,2763.05
268464,2.0,452.0,712.0,754.16
268467,5.0,926.0,1070.0,2023.26
268468,1.0,407.0,493.0,2103.92
268469,1.0,85.0,1057.0,579.02
268470,2.0,586.0,615.0,1935.96
268472,2.0,417.0,972.0,1448.66
268473,2.0,318.0,756.0,3130.46
268476,3.0,988.0,1012.0,2349.97
268477,2.0,589.0,951.0,3983.52
268478,3.0,743.0,885.0,1839.82
268479,4.0,923.0,981.0,4801.78
268480,1.0,18.0,187.0,2541.5
268481,4.0,980.0,1011.0,2258.07
268482,1.0,491.0,1049.0,6280.82
268483,0.0,0.0,1051.0,0.0
268484,5.0,974.0,1065.0,2076.52
268485,0.0,0.0,855.0,0.0
268486,6.0,870.0,978.0,2565.44
268487,2.0,473.0,1063.0,2556.42
268488,2.0,347.0,967.0,1834.3
268489,0.0,0.0,562.0,0.0
268490,3.0,501.0,788.0,2526.03
268491,0.0,0.0,802.0,0.0
268492,6.0,938.0,1070.0,1961.38
268493,4.0,494.0,785.0,1322.68
268494,3.0,442.0,448.0,2270.04
268495,2.0,189.0,527.0,4123.86
268497,2.0,923.0,997.0,4168.61
268498,2.0,483.0,666.0,2513.88
268500,3.0,498.0,592.0,1293.96
268501,3.0,189.0,215.0,1860.45
268502,7.0,662.0,1016.0,2362.02
268504,6.0,887.0,895.0,1998.94
268505,2.0,786.0,994.0,1954.74
268506,4.0,785.0,1045.0,1763.03
268509,3.0,693.0,736.0,3094.0
268510,2.0,267.0,277.0,390.06
268512,5.0,659.0,952.0,2208.89
268513,3.0,597.0,850.0,922.31
268514,3.0,1059.0,1086.0,2638.37
268515,5.0,876.0,941.0,2754.54
268516,3.0,621.0,867.0,3151.46
268517,0.0,0.0,1005.0,0.0
268518,0.0,0.0,596.0,0.0
268521,2.0,681.0,983.0,1226.0
268522,5.0,927.0,1052.0,4247.18
268523,5.0,891.0,1017.0,3480.31
268524,1.0,448.0,769.0,2198.95
268525,1.0,580.0,592.0,543.66
268526,3.0,485.0,824.0,2149.22
268527,1.0,525.0,647.0,7221.18
268530,1.0,553.0,668.0,742.56
268532,0.0,0.0,519.0,0.0
268533,2.0,844.0,918.0,2792.89
268534,2.0,822.0,844.0,1829.88
268535,4.0,873.0,992.0,855.82
268536,2.0,587.0,652.0,1103.34
268538,4.0,1005.0,1012.0,3087.37
268540,3.0,281.0,578.0,3141.15
268543,7.0,792.0,1041.0,2800.23
268544,4.0,715.0,752.0,3228.53
268545,4.0,985.0,991.0,2126.85
268546,2.0,663.0,745.0,835.38
268548,4.0,664.0,858.0,2917.2
268549,3.0,621.0,978.0,2221.79
268550,1.0,513.0,889.0,1408.88
268551,2.0,679.0,1059.0,1066.88
268556,0.0,0.0,179.0,0.0
268557,1.0,763.0,926.0,1889.55
268558,4.0,631.0,963.0,1282.63
268560,3.0,865.0,1086.0,1435.03
268562,3.0,414.0,468.0,2190.11
268565,4.0,959.0,1053.0,2214.42
268566,1.0,534.0,898.0,1779.05
268567,3.0,332.0,655.0,3445.39
268568,1.0,769.0,1003.0,742.56
268569,4.0,872.0,877.0,2100.88
268571,4.0,448.0,769.0,1088.7
268572,5.0,635.0,649.0,2411.77
268573,1.0,320.0,672.0,919.36
268575,2.0,890.0,958.0,3990.16
268578,1.0,328.0,1053.0,5878.6
268579,3.0,403.0,816.0,3487.01
268581,3.0,722.0,847.0,1685.12
268582,2.0,205.0,301.0,1953.09
268583,1.0,236.0,617.0,304.98
268584,4.0,404.0,991.0,3519.15
268585,1.0,232.0,429.0,455.26
268588,0.0,0.0,239.0,0.0
268589,6.0,865.0,930.0,3095.66
268590,5.0,609.0,929.0,2785.93
268591,1.0,628.0,1022.0,2154.75
268592,3.0,232.0,889.0,3223.65
268593,5.0,873.0,1014.0,1857.73
268594,0.0,0.0,738.0,0.0
268595,3.0,765.0,799.0,3533.42
268596,2.0,346.0,925.0,3467.49
268597,3.0,796.0,924.0,3806.72
268598,3.0,461.0,978.0,2467.1
268600,3.0,559.0,983.0,3767.31
268601,0.0,0.0,653.0,0.0
268603,4.0,766.0,932.0,1495.62
268605,2.0,542.0,1088.0,5234.38
268606,1.0,886.0,1008.0,208.84
268607,2.0,214.0,862.0,3513.9
268608,5.0,1005.0,1084.0,2701.5
268609,2.0,351.0,529.0,3321.63
268612,6.0,766.0,896.0,3573.75
268614,2.0,622.0,1050.0,436.48
268615,3.0,699.0,776.0,3001.55
268617,2.0,729.0,1012.0,2137.62
268620,1.0,41.0,221.0,3884.08
268622,1.0,614.0,751.0,1088.42
268624,6.0,965.0,1069.0,4302.87
268625,1.0,105.0,163.0,4534.92
268627,2.0,558.0,684.0,2305.03
268628,3.0,509.0,574.0,4249.09
268629,5.0,891.0,1090.0,3395.44
268632,4.0,906.0,939.0,2135.14
268633,3.0,984.0,1039.0,4190.16
268634,2.0,365.0,713.0,4601.22
268635,4.0,844.0,855.0,1391.75
268636,5.0,493.0,1088.0,2387.24
268638,3.0,468.0,601.0,1141.46
268639,4.0,688.0,844.0,2778.52
268640,2.0,644.0,1001.0,2007.78
268643,1.0,476.0,598.0,5140.46
268644,2.0,599.0,856.0,1975.74
268645,1.0,573.0,896.0,7248.8
268647,4.0,479.0,1066.0,2018.84
268649,4.0,523.0,662.0,3105.88
268651,2.0,264.0,697.0,2598.96
268654,6.0,940.0,1045.0,1773.16
268656,3.0,702.0,940.0,1700.6
268657,4.0,930.0,1086.0,1878.78
268658,2.0,105.0,374.0,4569.18
268659,3.0,363.0,599.0,1614.4
268660,3.0,729.0,975.0,4085.55
268661,3.0,429.0,699.0,3329.73
268663,7.0,763.0,921.0,1556.95
268664,5.0,884.0,928.0,3454.01
268665,2.0,385.0,1023.0,3832.14
268666,0.0,0.0,967.0,0.0
268669,6.0,1031.0,1066.0,3717.4
268670,3.0,344.0,922.0,2883.31
268671,2.0,620.0,636.0,1755.84
268672,5.0,568.0,848.0,1291.75
268673,1.0,16.0,860.0,3663.08
268674,2.0,280.0,773.0,4860.34
268676,3.0,798.0,1002.0,2902.84
268677,1.0,265.0,286.0,3540.42
268679,4.0,721.0,753.0,2305.58
268681,4.0,893.0,1038.0,2248.4
268682,1.0,501.0,749.0,5153.72
268683,3.0,729.0,855.0,5900.7
268684,3.0,899.0,1044.0,2380.91
268687,0.0,0.0,398.0,0.0
268688,3.0,887.0,1066.0,1192.66
268689,3.0,579.0,995.0,1939.28
268690,2.0,660.0,686.0,3357.54
268692,5.0,1036.0,1087.0,2809.35
268694,0.0,0.0,277.0,0.0
268697,4.0,1017.0,1091.0,3144.55
268698,6.0,841.0,939.0,2566.92
268699,2.0,721.0,751.0,538.14
268700,1.0,18.0,119.0,4117.23
268701,4.0,622.0,700.0,4316.68
268704,0.0,0.0,506.0,0.0
268706,6.0,906.0,919.0,2563.42
268708,3.0,503.0,766.0,3883.34
268709,1.0,779.0,914.0,535.92
268710,5.0,952.0,953.0,2255.75
268712,4.0,645.0,963.0,2348.12
268713,2.0,465.0,681.0,613.28
268714,1.0,604.0,635.0,387.86
268715,2.0,684.0,925.0,3196.76
268716,3.0,905.0,944.0,2847.59
268717,2.0,499.0,1063.0,1061.9
268718,1.0,448.0,600.0,1355.84
268720,5.0,966.0,1091.0,4642.1
268722,3.0,1068.0,1068.0,1023.6
268723,3.0,876.0,973.0,3550.0
268727,3.0,739.0,1053.0,2459.36
268728,1.0,138.0,1002.0,689.52
268729,3.0,735.0,1055.0,2315.34
268731,4.0,692.0,789.0,1051.96
268732,3.0,945.0,1040.0,1592.67
268734,4.0,787.0,982.0,2087.62
268735,2.0,153.0,927.0,4385.74
268736,0.0,0.0,384.0,0.0
268740,2.0,826.0,969.0,5072.5
268741,4.0,1032.0,1063.0,2891.23
268743,0.0,0.0,643.0,0.0
268744,2.0,213.0,572.0,2601.72
268745,2.0,254.0,938.0,1781.81
268746,2.0,632.0,749.0,3465.28
268751,5.0,581.0,854.0,3493.57
268752,1.0,910.0,992.0,1135.94
268755,1.0,94.0,383.0,1579.04
268756,2.0,777.0,831.0,3015.54
268757,6.0,846.0,857.0,1914.96
268758,2.0,537.0,1086.0,2201.71
268760,0.0,0.0,861.0,0.0
268763,2.0,663.0,849.0,980.14
268765,5.0,572.0,1000.0,3120.74
268767,3.0,784.0,925.0,2246.1
268768,2.0,353.0,1092.0,3282.96
268769,1.0,311.0,1049.0,510.51
268770,2.0,349.0,855.0,3149.8
268771,2.0,406.0,920.0,1172.4
268772,3.0,643.0,794.0,1495.8
268773,3.0,303.0,770.0,2324.55
268774,0.0,0.0,886.0,0.0
268776,6.0,857.0,870.0,1873.53
268777,0.0,0.0,1045.0,0.0
268778,1.0,435.0,1058.0,1082.9
268779,6.0,950.0,1008.0,2540.95
268780,1.0,45.0,1043.0,2711.67
268781,1.0,183.0,243.0,7994.68
268782,0.0,0.0,669.0,0.0
268783,3.0,746.0,1046.0,4394.58
268786,3.0,899.0,920.0,1791.94
268787,3.0,402.0,826.0,1868.92
268790,0.0,0.0,93.0,0.0
268792,2.0,714.0,766.0,842.56
268793,4.0,637.0,1019.0,2020.22
268795,2.0,843.0,1050.0,2960.85
268796,2.0,1047.0,1086.0,3569.15
268797,0.0,0.0,689.0,0.0
268798,1.0,55.0,131.0,1790.1
268799,1.0,21.0,434.0,2990.13
268800,4.0,857.0,1094.0,2543.43
268802,1.0,229.0,551.0,2648.68
268804,4.0,840.0,878.0,2129.61
268806,1.0,30.0,440.0,764.66
268807,4.0,886.0,1065.0,2278.79
268808,1.0,568.0,726.0,565.76
268810,3.0,616.0,667.0,2270.04
268811,1.0,24.0,936.0,4339.34
268812,4.0,775.0,818.0,3092.34
268813,3.0,427.0,583.0,2769.5
268814,0.0,0.0,491.0,0.0
268815,6.0,657.0,750.0,3128.62
268817,3.0,446.0,488.0,2848.69
268819,8.0,848.0,897.0,1802.39
268820,1.0,109.0,347.0,2118.28
268821,3.0,583.0,852.0,2137.07
268823,3.0,743.0,826.0,4500.3
268825,3.0,600.0,652.0,1527.11
268826,2.0,623.0,721.0,3436.55
268827,2.0,412.0,642.0,4205.08
268828,2.0,536.0,662.0,2438.18
268829,3.0,880.0,899.0,2608.17
268830,2.0,409.0,506.0,4591.27
268832,1.0,125.0,528.0,4879.68
268834,5.0,348.0,880.0,3564.51
268835,3.0,796.0,835.0,1804.46
268837,1.0,453.0,1020.0,1060.8
268838,2.0,261.0,1060.0,2781.84
268840,3.0,779.0,1019.0,1752.53
268841,0.0,0.0,799.0,0.0
268842,4.0,786.0,935.0,1832.64
268844,1.0,475.0,1092.0,1884.02
268845,1.0,479.0,767.0,6121.7
268847,4.0,828.0,912.0,2481.0
268848,3.0,828.0,931.0,2235.78
268849,1.0,194.0,370.0,3470.8
268852,3.0,776.0,855.0,1117.89
268853,3.0,504.0,696.0,2516.08
268854,2.0,306.0,941.0,3747.06
268855,1.0,185.0,1009.0,955.82
268857,1.0,365.0,925.0,2343.7
268858,5.0,546.0,653.0,2328.9
268859,3.0,820.0,950.0,1384.93
268860,6.0,933.0,941.0,2544.26
268863,2.0,196.0,322.0,718.25
268864,1.0,411.0,759.0,4900.68
268867,2.0,563.0,1056.0,764.66
268869,3.0,668.0,834.0,3801.2
268870,1.0,176.0,796.0,888.42
268871,3.0,346.0,595.0,2445.37
268873,1.0,724.0,932.0,1653.08
268874,8.0,1040.0,1061.0,3228.26
268875,1.0,653.0,938.0,1630.98
268876,4.0,825.0,935.0,3284.61
268878,6.0,740.0,986.0,2348.68
268879,4.0,602.0,870.0,2451.72
268880,6.0,1082.0,1086.0,2636.53
268881,2.0,477.0,581.0,1059.7
268884,4.0,700.0,711.0,4455.36
268885,2.0,1029.0,1071.0,497.8
268886,2.0,342.0,886.0,2660.29
268887,2.0,343.0,348.0,3836.56
268889,2.0,314.0,931.0,1033.18
268892,1.0,186.0,650.0,4644.31
268894,1.0,571.0,684.0,1297.27
268895,5.0,616.0,788.0,1868.11
268897,1.0,97.0,123.0,2674.1
268898,2.0,137.0,547.0,7516.76
268899,4.0,846.0,965.0,3263.06
268901,2.0,436.0,639.0,2317.18
268903,3.0,399.0,1000.0,3452.02
268904,6.0,998.0,1094.0,3798.25
268905,1.0,774.0,789.0,733.72
268906,1.0,225.0,611.0,3063.06
268908,7.0,889.0,919.0,1541.95
268909,2.0,570.0,888.0,1085.11
268910,2.0,642.0,1092.0,3621.64
268914,2.0,486.0,988.0,1576.84
268915,4.0,775.0,780.0,5497.38
268916,0.0,0.0,451.0,0.0
268918,2.0,663.0,738.0,1265.78
268919,0.0,0.0,577.0,0.0
268920,5.0,831.0,991.0,2845.38
268922,5.0,480.0,706.0,4210.05
268923,2.0,280.0,1050.0,723.78
268924,2.0,742.0,841.0,2860.84
268928,6.0,976.0,1063.0,3515.0
268929,1.0,115.0,223.0,4528.29
268930,4.0,776.0,893.0,4900.68
268931,4.0,709.0,861.0,2179.34
268933,3.0,682.0,778.0,4059.03
268934,7.0,974.0,999.0,2737.4
268935,2.0,285.0,830.0,4367.51
268936,4.0,575.0,615.0,1297.82
268938,4.0,435.0,1092.0,3141.79
268941,2.0,732.0,980.0,1214.4
